,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic_name,x,y,z,x1,y1
3622,38019,38019,38019,9hM+inWDJBeFXfvsXPVIyrjfUPYhJoINtGVk8//Sen0=,1,10,256.0,offline,sale,MF COMPACT M TOWEL BLUE PETROL***,TOWELS,SWIMMING AQUAGY,1,3.99,9hM+inWDJBeFXfvsXPVIyrjfUPYhJoINtGVk8//Sen0=,,-,4,2022-07-19 21:39:02,,,,. -,Water Sports,3,Water Sports Gear,-15.813675,-5.812572,7.2699265,-12.774286,4.7621355
3623,38020,38020,38020,lnqfrEacKy7jUBWqfGtQpwNuR9ehzEpY5wCh9MABQQA=,1,10,2094.0,offline,sale,MF BICOLOR S BLUE GREEN,TOWELS,SWIMMING AQUAGY,2,5.98,lnqfrEacKy7jUBWqfGtQpwNuR9ehzEpY5wCh9MABQQA=,Snel drogend en klein van formaat,Snel drogend en klein van formaat,4,2023-05-08 15:57:25,,,Quick drying and small in size. Quick drying and small in size,Snel drogend en klein van formaat. Snel drogend en klein van formaat,Water Sports,3,Water Sports Gear,10.630075,0.91602975,11.46666,12.649,-2.155325
3624,38021,38021,38021,BlJceRqGyu9M9ZDwZB6ix4u+RrNmAe01j99tW867S4w=,1,1,70.0,online,sale,2P BOTTOM LOLA BLACK **,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,9.99,BlJceRqGyu9M9ZDwZB6ix4u+RrNmAe01j99tW867S4w=,gewoon goed,"Goede pasvorm , Schuurt niet , goede keus",5,2023-08-05 20:39:11,,,"just good. Good fit, does not chafe, good choice","gewoon goed. Goede pasvorm , Schuurt niet , goede keus",Water Sports,3,Water Sports Gear,7.892537,-0.13516948,12.10153,11.472979,-3.9299326
3625,38022,38022,38022,BlJceRqGyu9M9ZDwZB6ix4u+RrNmAe01j99tW867S4w=,1,1,70.0,online,sale,2P BOTTOM LOLA BLACK **,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,9.99,BlJceRqGyu9M9ZDwZB6ix4u+RrNmAe01j99tW867S4w=,gewoon goed,"Gooede pasvorm , Goede ondersteuning",5,2023-08-05 20:41:08,,,"just good. Good fit, good support","gewoon goed. Gooede pasvorm , Goede ondersteuning",Water Sports,3,Water Sports Gear,7.8825407,-0.13754949,12.091881,11.448659,-3.9126856
3626,38023,38023,38023,BlJceRqGyu9M9ZDwZB6ix4u+RrNmAe01j99tW867S4w=,1,1,70.0,online,sale,2P BOTTOM LOLA BLACK **,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,9.99,BlJceRqGyu9M9ZDwZB6ix4u+RrNmAe01j99tW867S4w=,Aangenaam bij Aquagym,"Gebruik hem met aqua gym   .  Zit goed, geen last van de naden",5,2023-08-05 20:37:06,,,"Pleasant at Aquagym. Use it with aqua gym. Fits well, no problems with the seams","Aangenaam bij Aquagym. Gebruik hem met aqua gym   .  Zit goed, geen last van de naden",Water Sports,3,Water Sports Gear,7.575652,0.98497415,14.372985,11.699533,-6.4426913
3627,38024,38024,38024,vv5G9BKEQct709OfFzYzigl+W1bxJkHHxVp57jINmYw=,1,8,256.0,offline,sale,MF SOFT HAIR TOWEL FLUO PALE PEACH**,TOWELS,SWIMMING AQUAGY,1,5.99,vv5G9BKEQct709OfFzYzigl+W1bxJkHHxVp57jINmYw=,,Personeel spreekt niet goed Nederlands waardoor er miscommunicatie ontstaat wat irritatie geeft. Afspraken zijn daarom niet duidelijk.,4,2023-06-30 14:55:00,,,". Staff does not speak Dutch well, which causes miscommunication which causes irritation. Agreements are therefore not clear.",. Personeel spreekt niet goed Nederlands waardoor er miscommunicatie ontstaat wat irritatie geeft. Afspraken zijn daarom niet duidelijk.,Water Sports,0,Store Service Staff,9.285413,-4.5030594,7.7116046,8.9793,3.6624806
3628,38025,38025,38025,+0n9AMmP0EUpAYEXQjMhTrk8Rf1nhvo050S9OYxLIi0=,1,2,70.0,online,sale,1P 100 HEVA SKIRT NEW COLA NAVY**,W'S SWIMSUITS,SWIMMING AQUAGY,1,11.99,+0n9AMmP0EUpAYEXQjMhTrk8Rf1nhvo050S9OYxLIi0=,"Leuke zwemkleding, valt klein","Sexy jurkje voor aan het zwembad echter valt dit kledingstuk erg klein. Zeker 2 maten groter nemen.De stof is niet van een zeer goede kwaliteit, maar voldoende denk ik voor een fijne zomer.De zwemkleding heb ik helaas retour moeten sturen.",3,2023-04-13 22:34:16,,,"Nice swimwear, runs small. Sexy dress for the pool, but this garment fits very small. Definitely take 2 sizes larger. The fabric is not of very good quality, but I think it is sufficient for a nice summer. Unfortunately I had to return the swimwear.","Leuke zwemkleding, valt klein. Sexy jurkje voor aan het zwembad echter valt dit kledingstuk erg klein. Zeker 2 maten groter nemen.De stof is niet van een zeer goede kwaliteit, maar voldoende denk ik voor een fijne zomer.De zwemkleding heb ik helaas retour moeten sturen.",Water Sports,2,Size-Fit Evaluation,7.15707,1.4892976,14.224316,12.430423,-6.3363347
3629,38026,38026,38026,iIfst0BIy5+7GBx05S3L7XLd3mn18UXk3uqKMc8uPDc=,1,10,897.0,offline,sale,GOGGLES 500 BFIT SMOKED BLACK WHITE,GOGGLES MASKS,SWIMMING AQUAGY,1,17.99,iIfst0BIy5+7GBx05S3L7XLd3mn18UXk3uqKMc8uPDc=,,We werden op een service vriendelijke wijze geholpen.,4,2022-10-02 22:13:49,,,. We were helped in a service-friendly manner.,. We werden op een service vriendelijke wijze geholpen.,Water Sports,0,Store Service Staff,9.799599,-3.9955873,7.8632584,9.629992,3.6434028
3630,38027,38027,38027,rAjwm2evhd6TntxrYm85Weg6NWQAdcZAY3+DELUanao=,2,10,896.0,offline,sale,GOGGLES SPEEDO BIOF 2.0 MIRROR,GOGGLES MASKS,SWIMMING AQUAGY,1,25.99,rAjwm2evhd6TntxrYm85Weg6NWQAdcZAY3+DELUanao=,Aardige bril,"Goede bril, helaas telkens vaak direct water in. Spiegelende laag is alleen wel ineens beschadigd na 1x zwemmen",1,2023-08-28 11:04:06,,,"Nice glasses. Good glasses, unfortunately often directly into water. The reflective layer is suddenly damaged after 1 swim","Aardige bril. Goede bril, helaas telkens vaak direct water in. Spiegelende laag is alleen wel ineens beschadigd na 1x zwemmen",Water Sports,1,Swimwear,10.170956,-0.0809657,15.408141,7.1886644,-4.4933524
3631,38028,38028,38028,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,1,2,70.0,online,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,1,9.99,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,Prima handdoek,"Had de kleine versie al, nu de grote! Prima handdoeken!!!",5,2022-10-29 06:46:26,,,"Great towel. Already had the small version, now the large one! Great towels!!!","Prima handdoek. Had de kleine versie al, nu de grote! Prima handdoeken!!!",Water Sports,4,Price-Quality Evaluation,11.297493,1.3875366,11.217309,13.3299885,-1.8280109
3632,38029,38029,38029,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,1,2,70.0,online,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,1,9.99,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,Prima hamddoek,"Had de kleine versie al, nu de grote! Prima handdoeken!!!",5,2022-10-29 06:48:28,,,"Excellent ham towel. Already had the small version, now the large one! Great towels!!!","Prima hamddoek. Had de kleine versie al, nu de grote! Prima handdoeken!!!",Water Sports,4,Price-Quality Evaluation,11.331742,1.4714645,11.195044,13.385775,-1.8427794
3633,38030,38030,38030,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,1,2,70.0,online,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,1,9.99,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,Prima handdoek,"Had de kleine versie al, nu de grote! Prima handdoeken!!!",5,2022-10-29 06:49:29,,,"Great towel. Already had the small version, now the large one! Great towels!!!","Prima handdoek. Had de kleine versie al, nu de grote! Prima handdoeken!!!",Water Sports,4,Price-Quality Evaluation,11.308617,1.4373895,11.197735,13.351975,-1.8249539
3634,38031,38031,38031,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,1,2,70.0,online,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,1,9.99,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,Prima hondenlijn,Lekker lange lijn.,5,2022-10-29 06:47:27,,,Excellent dog leash. Nice long line.,Prima hondenlijn. Lekker lange lijn.,Water Sports,2,Size-Fit Evaluation,8.910748,-0.9655096,13.107356,11.044765,-3.7786584
3635,38032,38032,38032,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,1,2,70.0,online,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,1,9.99,u6VpsUUNJ1cT2UxHS/Fu31Bhp9NQM1ZMXLRdTh47Afo=,,"Vertraging in de levering, maar door goed te communiceren vanuit Decathlon was de levering helemaal prima gegaan.",5,2022-10-10 08:31:12,,,". Delay in delivery, but due to good communication from Decathlon, the delivery went perfectly.",". Vertraging in de levering, maar door goed te communiceren vanuit Decathlon was de levering helemaal prima gegaan.",Water Sports,6,Delivery Speed,6.465795,-0.8476293,7.196051,14.335734,1.0469563
3636,38033,38033,38033,oSpAmKW55xZIToIq0g5ofYHx7t3v8EOO+7wrdf+L5CY=,1,2,70.0,online,sale,V2 BUOY OWS 500,OPENWATER SWIM,SWIMMING AQUAGY,2,49.98,oSpAmKW55xZIToIq0g5ofYHx7t3v8EOO+7wrdf+L5CY=,Perfect,Ik durfde nooit te zwemmen en mijn spullen achter te laten op de kant. Naast veiligheid bij het zwemmen kan ik nu ook mijn waardevolle spullen meenemen. Fantastisch!,5,2023-07-12 11:52:21,,,"Perfect. I never dared to swim and leave my things on the shore. In addition to safety when swimming, I can now also take my valuables with me. Fantastic!",Perfect. Ik durfde nooit te zwemmen en mijn spullen achter te laten op de kant. Naast veiligheid bij het zwemmen kan ik nu ook mijn waardevolle spullen meenemen. Fantastisch!,Water Sports,0,Store Service Staff,9.202365,0.06046474,13.779619,9.268048,-3.9745455
3637,38034,38034,38034,MewgaPbpQ06HWuGE8JK7j4a2dswNEMOyb9s7+zFgBRk=,1,5,70.0,online,sale,MESH SILICONE CAP SOLID BLACK*,SWIM HEADWEARS,SWIMMING AQUAGY,2,11.98,MewgaPbpQ06HWuGE8JK7j4a2dswNEMOyb9s7+zFgBRk=,Goed,Goed,4,2023-09-11 11:16:59,,,Good. Good,Goed. Goed,Water Sports,2,Size-Fit Evaluation,14.122757,-0.21921612,5.479118,14.313592,7.8116875
3638,38035,38035,38035,KWiZ9l6U7h4yHYFWcrRW2cxBBM6pVQ6UrSKs7J8qhWw=,2,10,2094.0,offline,sale, GOGGLES SPEEDO BIOF 2.0 CLEAR,GOGGLES MASKS,SWIMMING AQUAGY,1,22.99,KWiZ9l6U7h4yHYFWcrRW2cxBBM6pVQ6UrSKs7J8qhWw=,Top product,Deze zwembril is uiterst geschikt voor de iets donkere zwem gelegenheden,5,2023-10-21 10:09:57,,,Top product. These swimming goggles are ideal for slightly dark swimming occasions,Top product. Deze zwembril is uiterst geschikt voor de iets donkere zwem gelegenheden,Water Sports,1,Swimwear,9.882541,0.07473305,15.164789,7.611319,-4.613075
3639,38036,38036,38036,92lWnsevI0Q/JZiO5qSuCsjTA3Y7r1+9IG6e7A9YZG8=,1,2,70.0,online,sale,1P KARLI ALM YELLOW,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,19.99,92lWnsevI0Q/JZiO5qSuCsjTA3Y7r1+9IG6e7A9YZG8=,,Netjes ontvangen En goede kwaliteit,4,2022-08-04 13:14:10,,,. Received promptly and good quality,. Netjes ontvangen En goede kwaliteit,Water Sports,6,Delivery Speed,7.3489833,-2.0731108,8.91508,11.668035,1.163078
3640,38037,38037,38037,CdTA3UyHbtMKCG6cZMhseJcKFekUwmEyAoPIyxmTT8s=,1,2,70.0,online,sale,1PG 500 KAMYLEON ALL CAMO YELLOW**,GIRL'S SWIMSUIT,SWIMMING AQUAGY,1,14.99,CdTA3UyHbtMKCG6cZMhseJcKFekUwmEyAoPIyxmTT8s=,Mooi flitsend badpak,"Mooi zittend badpak voor mijn dochter, zij is er erg happy mee.",5,2022-09-08 10:57:49,,,"Beautiful flashy swimsuit. Nice fitting swimsuit for my daughter, she is very happy with it.","Mooi flitsend badpak. Mooi zittend badpak voor mijn dochter, zij is er erg happy mee.",Water Sports,2,Size-Fit Evaluation,7.455809,1.5931838,14.672727,12.262471,-6.9662795
3641,38038,38038,38038,O1BAGheMexpeiRQs8Jra+GtzjCVrbylpj6d4ybmqsS4=,1,5,70.0,online,sale,AQUADOTS NEW BLACK BLACK *,AQUAGYM SHOES,SWIMMING AQUAGY,1,9.99,O1BAGheMexpeiRQs8Jra+GtzjCVrbylpj6d4ybmqsS4=,beetje dun,materiaal niet top maar goed genoeg schijt heel klein beetje door,3,2023-07-30 10:05:10,,,"bit thin. Material not top but good enough, very slightly see through",beetje dun. materiaal niet top maar goed genoeg schijt heel klein beetje door,Water Sports,3,Water Sports Gear,8.879168,0.8567285,11.758478,12.133343,-3.1529307
3642,38039,38039,38039,O1BAGheMexpeiRQs8Jra+GtzjCVrbylpj6d4ybmqsS4=,1,5,70.0,online,sale,AQUADOTS NEW BLACK BLACK *,AQUAGYM SHOES,SWIMMING AQUAGY,1,9.99,O1BAGheMexpeiRQs8Jra+GtzjCVrbylpj6d4ybmqsS4=,makkelijk aan te doen …,ook als ze nat zijn of wat zand in zit zitten ze nog prima,4,2023-07-30 10:04:23,,,"easy to put on…. Even if they are wet or have some sand in them, they still fit fine",makkelijk aan te doen …. ook als ze nat zijn of wat zand in zit zitten ze nog prima,Water Sports,3,Water Sports Gear,7.769448,0.04736906,12.764403,9.981167,-4.590295
3643,38040,38040,38040,7x/XXsxoNuBMXqUXBkS8F2Gz4+n3wEXeZna5xuPP27w=,1,8,1089.0,offline,sale,GOGGLES 500 BFIT+ MIRROR BLACK BLUE,GOGGLES MASKS,SWIMMING AQUAGY,1,15.99,7x/XXsxoNuBMXqUXBkS8F2Gz4+n3wEXeZna5xuPP27w=,Prettige bril zit mooi om de ogen en weert de zon,De bril is goed af te stellen en zit goed om de ogen . De glazen zijn goed zonwerend en beslaan niet. Een prettige bril om mee te zwemmen!Ik ben zeer tevreden en blij met deze bril.,4,2022-07-16 22:04:13,,,Pleasant glasses fit nicely around the eyes and keep out the sun. The glasses are easy to adjust and fit well around the eyes. The glasses provide good sun protection and do not fog up. Pleasant glasses for swimming! I am very satisfied and happy with these glasses.,Prettige bril zit mooi om de ogen en weert de zon. De bril is goed af te stellen en zit goed om de ogen . De glazen zijn goed zonwerend en beslaan niet. Een prettige bril om mee te zwemmen!Ik ben zeer tevreden en blij met deze bril.,Water Sports,1,Swimwear,10.233967,-0.12465853,15.51673,7.143118,-4.5105667
3644,38041,38041,38041,7x/XXsxoNuBMXqUXBkS8F2Gz4+n3wEXeZna5xuPP27w=,1,8,1089.0,offline,sale,GOGGLES 500 BFIT+ MIRROR BLACK BLUE,GOGGLES MASKS,SWIMMING AQUAGY,1,15.99,7x/XXsxoNuBMXqUXBkS8F2Gz4+n3wEXeZna5xuPP27w=,,Top winkel ...goede kwaliteit artikelen en goede prijsNiet te duur en goede garantie regeling!Vriendelijk personeel en een overzichtelijke winkel.,5,2022-06-27 20:40:36,,,. Top store...good quality items and good price. Not too expensive and good warranty scheme! Friendly staff and a well-organized store.,. Top winkel ...goede kwaliteit artikelen en goede prijsNiet te duur en goede garantie regeling!Vriendelijk personeel en een overzichtelijke winkel.,Water Sports,0,Store Service Staff,9.043033,-5.1990995,9.133207,8.1475935,2.4475415
3645,38042,38042,38042,IJVvv3JrkISVyhcY1BWpDFFjO61m/fGObJ00j+YNkJI=,1,10,2092.0,offline,sale,AJUSTABLE FOAM BELT JR,AQUALEARN ACC.,SWIMMING AQUAGY,2,23.98,IJVvv3JrkISVyhcY1BWpDFFjO61m/fGObJ00j+YNkJI=,,Prima ervaring,5,2023-07-23 12:28:47,,,. Great experience,. Prima ervaring,Water Sports,1,Swimwear,11.256124,-3.0388064,7.859887,10.015188,5.0245895
3646,38043,38043,38043,fhfRAt8DmjuBXDQPYStqwFkaoKIMGh1D7s/FEdBQBLY=,1,10,2094.0,offline,sale,BALL GRIP 100 MINI SHARK BLUE NEW,BALLS & EQUIP,SWIMMING AQUAGY,1,2.99,fhfRAt8DmjuBXDQPYStqwFkaoKIMGh1D7s/FEdBQBLY=,,"Ziet er heel goed uit, en er is voor iedereen op sportgebied wel iets te koop ook voor niet sporters.",5,2023-08-04 08:40:26,,,". Looks very good, and there is something for everyone in the sports field, even for non-athletes.",". Ziet er heel goed uit, en er is voor iedereen op sportgebied wel iets te koop ook voor niet sporters.",Water Sports,3,Water Sports Gear,8.4014,0.09772164,12.396604,11.3611355,-4.0058355
3647,38044,38044,38044,BPbHANESXTL2yjR5KGevQpGRRvRpwlomCHjjGPGQbNw=,1,10,1088.0,offline,sale,GRIP 100 MINI GREEN,BALLS & EQUIP,SWIMMING AQUAGY,1,3.99,BPbHANESXTL2yjR5KGevQpGRRvRpwlomCHjjGPGQbNw=,,Goede uitleg van verkoopster. Helaas niet op voorraad maar gratis nagestuurd dus goede service,4,2022-05-31 17:25:03,,,". Good explanation from saleswoman. Unfortunately not in stock, but free shipping, so good service",. Goede uitleg van verkoopster. Helaas niet op voorraad maar gratis nagestuurd dus goede service,Water Sports,3,Water Sports Gear,8.010303,-3.531448,8.632026,10.388462,1.9909453
3648,38045,38045,38045,AVNmOxfTb/mldp9vNRu1wBZL1zfgZ8XVtRhz4aVPVt4=,1,10,664.0,offline,sale,ANTI FOG REACTIVATOR**,GOGGLES MASKS,SWIMMING AQUAGY,1,4.99,AVNmOxfTb/mldp9vNRu1wBZL1zfgZ8XVtRhz4aVPVt4=,,ok,4,2022-10-18 12:51:00,,,. ok,. ok,Water Sports,2,Size-Fit Evaluation,12.941455,-0.5901285,6.5867186,13.230762,6.2819514
3649,38046,38046,38046,3n4wBAKXXuFfkzGnUDpcdFaAw9HdMSa5aRgKiuhFqSY=,1,5,70.0,online,sale,JAMMER 500 FITI ALL TERM BLACK***,M'S SWIMSUITS,SWIMMING AQUAGY,1,24.99,3n4wBAKXXuFfkzGnUDpcdFaAw9HdMSa5aRgKiuhFqSY=,Fijne zwembroek voor mijn zoon,"Mijn zoon zwemt het liefst in shorts maar dat mag niet in ieder zwembad, daarom deze aangeschaft",4,2022-06-26 18:54:04,,,"Nice swimming trunks for my son. My son prefers to swim in shorts, but that is not allowed in every pool, so I bought these","Fijne zwembroek voor mijn zoon. Mijn zoon zwemt het liefst in shorts maar dat mag niet in ieder zwembad, daarom deze aangeschaft",Water Sports,0,Store Service Staff,5.4205885,1.2729858,14.221252,11.106185,7.8519
3650,38047,38047,38047,ZsC2WJkwCtpEgeUEAd3wVJHI7QZNlFdfoBNto3BPB/8=,1,1,70.0,online,sale,2P BOTTOM LUNA  BLACK BURGUNDY,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,12.99,ZsC2WJkwCtpEgeUEAd3wVJHI7QZNlFdfoBNto3BPB/8=,Normaal heb ik maat 38/40 nu moest ik een 48?,"Vertel dat je hem veel groter moet bestellen,  dan is hij super fijn",4,2022-05-13 11:16:54,,,"Normally I have a size 38/40, but now I had to wear a 48?. Tell them to order it much larger, then it will be super nice","Normaal heb ik maat 38/40 nu moest ik een 48?. Vertel dat je hem veel groter moet bestellen,  dan is hij super fijn",Water Sports,0,Store Service Staff,6.88866,-0.92420155,14.023394,9.444277,-6.0173874
3651,38048,38048,38048,qbUdALZFHr2V8GrcGst6PwYhto7y+xkzUCNk5XRH6CA=,1,10,1088.0,offline,sale,MF COMPACT XL TOWEL BLUE PETROL*,TOWELS,SWIMMING AQUAGY,1,9.99,qbUdALZFHr2V8GrcGst6PwYhto7y+xkzUCNk5XRH6CA=,"good article, but the size is small","we bought 2years old size, for a 1 year old baby (fits perfect, normal 1 year old baby)",4,2023-01-24 08:04:22,,,"good article, but the size is small. we bought 2years old size, for a 1 year old baby (fits perfect, normal 1 year old baby)","good article, but the size is small. we bought 2years old size, for a 1 year old baby (fits perfect, normal 1 year old baby)",Water Sports,3,Water Sports Gear,7.2132473,0.82167256,12.50785,12.339408,-4.9499736
3652,38049,38049,38049,qbUdALZFHr2V8GrcGst6PwYhto7y+xkzUCNk5XRH6CA=,1,10,1088.0,offline,sale,MF COMPACT XL TOWEL BLUE PETROL*,TOWELS,SWIMMING AQUAGY,1,9.99,qbUdALZFHr2V8GrcGst6PwYhto7y+xkzUCNk5XRH6CA=,,"We were looking for some diving clothes for our kids, was a pitty that we could only find the sales in store. would been nice to have some more options beside the sales in store.",4,2023-01-24 08:02:09,,,". We were looking for some diving clothes for our kids, was a pitty that we could only find the sales in store. would been nice to have some more options beside the sales in store.",". We were looking for some diving clothes for our kids, was a pitty that we could only find the sales in store. would been nice to have some more options beside the sales in store.",Water Sports,0,Store Service Staff,9.384475,-4.3378487,9.282627,8.933814,1.8855073
3653,38050,38050,38050,wgb7csknySGgP8jrmVoNnpgdH3so7UZd8MAXRSR7FM8=,1,2,70.0,online,sale,SILICONE LIGHT 100 GREY *,SWIM HEADWEARS,SWIMMING AQUAGY,3,3.57,wgb7csknySGgP8jrmVoNnpgdH3so7UZd8MAXRSR7FM8=,,Top snel binnen en netjes verpakt,5,2022-11-02 18:06:14,,,. Arrived quickly and neatly packaged,. Top snel binnen en netjes verpakt,Water Sports,6,Delivery Speed,7.099255,-2.2484372,8.599968,11.918504,1.3736923
3654,38051,38051,38051,maQX7OhkBgrbR9TWP9RCBBgWaBglwrR96a/8rAdA6Aw=,1,10,2096.0,offline,sale,MF SOFT HAIR TOWEL FROZEN**,TOWELS,SWIMMING AQUAGY,1,4.99,maQX7OhkBgrbR9TWP9RCBBgWaBglwrR96a/8rAdA6Aw=,,"Ik ben ontzettend goed geholpen door de 2 heren bij de serviceafdeling. Maar heel eerlijk, de winkel (ik zocht specifieke zwemkleding dus alleen daarop gelet) is gewoon een rommeltje. Alles hangt door elkaar en dat komt echt niet doordat klanten het niet op de juiste plek terug hangen. Het hangt niet logisch in het rek, dit heb ik ook aangegeven. Verder ben ik supergoed geholpen. Ik had vorige week woensdag een bestelling gedaan en opeens werd de leverdatum verschoven naar 5 augustus. De heren bij de serviceafdeling hebben die bestelling geannuleerd en een nieuwe ingevoerd. Nu hopen dat deze wel op tijd wordt geleverd.",4,2022-07-25 09:44:57,,,". I received tremendous help from the two gentlemen in the service department. But to be honest, the store (I was looking for specific swimwear so I only paid attention to that) is just a mess. Everything is mixed up and that is not because customers do not put it back in the right place. It does not hang logically on the rack, I have also indicated this. Furthermore, I received great help. I placed an order last Wednesday and suddenly the delivery date was postponed to August 5. The gentlemen at the service department canceled that order and entered a new one. Let's hope this will be delivered on time.",". Ik ben ontzettend goed geholpen door de 2 heren bij de serviceafdeling. Maar heel eerlijk, de winkel (ik zocht specifieke zwemkleding dus alleen daarop gelet) is gewoon een rommeltje. Alles hangt door elkaar en dat komt echt niet doordat klanten het niet op de juiste plek terug hangen. Het hangt niet logisch in het rek, dit heb ik ook aangegeven. Verder ben ik supergoed geholpen. Ik had vorige week woensdag een bestelling gedaan en opeens werd de leverdatum verschoven naar 5 augustus. De heren bij de serviceafdeling hebben die bestelling geannuleerd en een nieuwe ingevoerd. Nu hopen dat deze wel op tijd wordt geleverd.",Water Sports,0,Store Service Staff,7.708923,1.5063927,13.482877,12.157079,-5.6809993
3655,38052,38052,38052,eAj12WIo2TmIjQt8kx0wpL83gnvqngEGAyOthtlS1zY=,1,10,664.0,offline,sale,GOGGLES 100 READY GREY,GOGGLES MASKS,SWIMMING AQUAGY,1,2.99,eAj12WIo2TmIjQt8kx0wpL83gnvqngEGAyOthtlS1zY=,Fijne bril,"Goeie bril, polarist, ideaal dat de pootjes flexibel zijn!",5,2023-07-31 20:51:55,,,"Nice glasses. Good glasses, polarized, ideal that the temples are flexible!","Fijne bril. Goeie bril, polarist, ideaal dat de pootjes flexibel zijn!",Water Sports,1,Swimwear,10.319187,-0.18725036,15.580793,6.998453,-4.4927974
3656,38056,38056,38056,xH6GpbULiqKfuDjQIatG+Ke/nLs4twAud8xcUxjvprU=,1,2,70.0,online,return,1P MARY SHORTCUT ADJ GREEN **,AQUAGYM AQUABIK,SWIMMING AQUAGY,-1,-24.99,xH6GpbULiqKfuDjQIatG+Ke/nLs4twAud8xcUxjvprU=,,Gewoon goed,5,2023-01-08 17:43:28,,,. Just good,. Gewoon goed,Water Sports,2,Size-Fit Evaluation,11.818272,-0.8701086,7.520967,12.476158,5.9796934
3657,38057,38057,38057,D0zOCWJpn9K5NLKLzVm38w1uAAu6xyFKM/LaVLh26Z4=,1,10,1089.0,offline,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,2,19.98,D0zOCWJpn9K5NLKLzVm38w1uAAu6xyFKM/LaVLh26Z4=,,Zeer goed geholpen door medewerker Niek Bugter. Hij krijgt van ons een dikke 10!,5,2023-01-28 12:39:17,,,. Very good help from employee Niek Bugter. He gets a big 10 from us!,. Zeer goed geholpen door medewerker Niek Bugter. Hij krijgt van ons een dikke 10!,Water Sports,0,Store Service Staff,9.6755295,-4.1022525,7.8950624,9.609408,3.5591927
3658,38058,38058,38058,UnMn2xzbKNW9UxDI18yMXPQfCQgrgPQ1MVJnCs8YrLw=,1,2,70.0,online,sale,TISWIM EVOLUTIVE TIGROU DARK BLUE,AQUALEARN ACC.,SWIMMING AQUAGY,1,16.99,UnMn2xzbKNW9UxDI18yMXPQfCQgrgPQ1MVJnCs8YrLw=,,Makkelijk bestellen en op tijd geleverd.,4,2023-01-11 14:06:24,,,. Easy to order and delivered on time.,. Makkelijk bestellen en op tijd geleverd.,Water Sports,6,Delivery Speed,7.242413,-2.4079823,8.701716,11.674974,1.3793305
3659,38059,38059,38059,bzxudzg9bJltJMZ2CFPntJELPTCjqe1Clk3xOa6z6WI=,1,2,70.0,online,sale,1P 100 PEARL BLACK**,W'S SWIMSUITS,SWIMMING AQUAGY,1,29.99,bzxudzg9bJltJMZ2CFPntJELPTCjqe1Clk3xOa6z6WI=,,Prijs kwaliteit uitstekend en goede service!,5,2022-09-26 09:02:26,,,. Excellent price quality and good service!,. Prijs kwaliteit uitstekend en goede service!,Water Sports,5,General Products,7.6979146,-3.0789099,9.901649,10.118246,0.67211735
3660,38060,38060,38060,CuSPl3hIBfsiiM5A1POmrn7NlkRUMQwuIPCp+MScnUw=,1,10,1089.0,offline,sale,MF COMPACT XL TOWEL LUXURY*,TOWELS,SWIMMING AQUAGY,1,9.99,CuSPl3hIBfsiiM5A1POmrn7NlkRUMQwuIPCp+MScnUw=,Precies goed,Doet wat moet en voor een goede prijs,5,2022-08-29 18:18:29,,,Exactly right. Does what it should and for a good price,Precies goed. Doet wat moet en voor een goede prijs,Water Sports,5,General Products,9.508793,-1.5428523,10.198135,10.083861,-0.6963307
