Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics
43884,43884,43884,43884,LxXJ36EHeP8T2cPF7dyHwk26va1BPFag/k2BdFUt8bw=,2,2,70.0,online,sale,BABY SEATS GROOVY RACK,BABY SEATS,BIKE ACCESSORIE,1,38.99,LxXJ36EHeP8T2cPF7dyHwk26va1BPFag/k2BdFUt8bw=,Top product!,Veilige kinderstoel.,5,2023-10-06 12:08:49,,,Top product!. Safe highchair.,Top product!. Veilige kinderstoel.,Biking,2
43885,43885,43885,43885,zsRUfYkFxPX7t+/j87+blARH3bi3lzyLRpB92Ow+e2U=,1,4,70.0,online,sale,ADULT KICKSTAND 300,BIKE KICKSTANDS,BIKE ACCESSORIE,1,7.99,zsRUfYkFxPX7t+/j87+blARH3bi3lzyLRpB92Ow+e2U=,,Een nieuwe fiets die je na ophalen moet poetsen omdat ze een sticker op het stuur plakken. Hoe dan!!! Ontzettend slechte service.,1,2022-07-07 11:49:11,,,. A new bicycle that you have to polish after picking it up because they put a sticker on the handlebars. How!!! Extremely bad service.,. Een nieuwe fiets die je na ophalen moet poetsen omdat ze een sticker op het stuur plakken. Hoe dan!!! Ontzettend slechte service.,Biking,6
43886,43886,43886,43886,v9GpAGBDr7OhaicB8SyiSRxwID24NQIhzRwUOF5powU=,1,4,70.0,online,sale,HOME TRAINER MAT,TURBO TRAINER,BIKE ACCESSORIE,1,39.99,v9GpAGBDr7OhaicB8SyiSRxwID24NQIhzRwUOF5powU=,Prima,Top product,4,2022-12-10 18:47:33,,,Prima. Top product,Prima. Top product,Biking,7
43887,43887,43887,43887,66uNLXTIDJue52WRBABEcGLimlwyWuKutKhee5R1S6I=,1,10,2092.0,offline,sale,BIKE LOCK 500 FRAME,BIKE LOCKS,BIKE ACCESSORIE,1,12.99,66uNLXTIDJue52WRBABEcGLimlwyWuKutKhee5R1S6I=,Lijkt goed,"Fiets is nog niet gestolen, dus zal wel goed zijn",4,2022-03-26 23:40:45,,,"Seems good. Bike hasn't been stolen yet, so it's probably good","Lijkt goed. Fiets is nog niet gestolen, dus zal wel goed zijn",Biking,0
43888,43888,43888,43888,66uNLXTIDJue52WRBABEcGLimlwyWuKutKhee5R1S6I=,1,10,2092.0,offline,sale,BIKE LOCK 500 FRAME,BIKE LOCKS,BIKE ACCESSORIE,1,12.99,66uNLXTIDJue52WRBABEcGLimlwyWuKutKhee5R1S6I=,Prima fiets voor het geld,"Geen toeters en bellen, dus er kan ook weinig aan stuk.Prima fiets voor een tiener die niet dagelijks fietst.",5,2022-03-26 23:32:37,,,"Great bike for the money. No bells and whistles, so not much can go wrong. Great bike for a teenager who does not cycle every day.","Prima fiets voor het geld. Geen toeters en bellen, dus er kan ook weinig aan stuk.Prima fiets voor een tiener die niet dagelijks fietst.",Biking,0
43889,43889,43889,43889,66uNLXTIDJue52WRBABEcGLimlwyWuKutKhee5R1S6I=,1,10,2092.0,offline,sale,BIKE LOCK 500 FRAME,BIKE LOCKS,BIKE ACCESSORIE,1,12.99,66uNLXTIDJue52WRBABEcGLimlwyWuKutKhee5R1S6I=,,"Duurde wat lang voor we geholpen werden, maar voor een zaterdag niet overdreven lang. Alles prima in orde.",4,2022-03-08 15:43:37,,,". It took a while before we were helped, but not too long for a Saturday. Everything is fine.",". Duurde wat lang voor we geholpen werden, maar voor een zaterdag niet overdreven lang. Alles prima in orde.",Biking,4
43890,43890,43890,43890,7IRYTBSG1sCfQc3Z6qrr9DD+xdEHBD0ZaiyN4BBgAGM=,1,1,70.0,online,sale,HOME TRAINER TIRE 700X25,TURBO TRAINER,BIKE ACCESSORIE,1,19.99,7IRYTBSG1sCfQc3Z6qrr9DD+xdEHBD0ZaiyN4BBgAGM=,goede band voor weinig geld,werkt zeer goed op de trainer,4,2023-03-09 11:49:47,,,good tire for little money. works very well on the trainer,goede band voor weinig geld. werkt zeer goed op de trainer,Biking,4
43891,43891,43891,43891,U8qSZkNpMyU+IVAveU6AnW721hxLfJtCyposqpqqc6M=,1,10,346.0,offline,sale,BIKE BELL 100,BIKE SAFETY ACC,BIKE ACCESSORIE,1,2.89,U8qSZkNpMyU+IVAveU6AnW721hxLfJtCyposqpqqc6M=,,Lekker winkelen met groot assortiment.,5,2022-05-28 21:54:56,,,. Enjoy shopping with a wide range.,. Lekker winkelen met groot assortiment.,Biking,1
44025,44025,44025,44025,ID4Cd4nS4inVbb3giZUFPFNRDIfyNUmB+SG6yCAf5po=,1,10,2095.0,offline,sale,KIDS BIKE KICKSTAND 100 .,KIDS ACC 6-12 Y,KID CYCLING AND,1,8.99,ID4Cd4nS4inVbb3giZUFPFNRDIfyNUmB+SG6yCAf5po=,,Wij kochten een fiets voor onze zoon van 7. Hij kon meteen rijklaar worden gemaakt door de 'fietsenmaker' in de winkel. Deze deed dit met veel plezier en aandacht. Zoon mocht zelfs 'helpen'. Wij zijn zeer tevreden!,5,2022-11-07 12:12:56,,,. We bought a bicycle for our 7-year-old son. It could immediately be made ready for riding by the 'bicycle repairman' in the store. He did this with great pleasure and attention. Son was even allowed to 'help'. We are very satisfied!,. Wij kochten een fiets voor onze zoon van 7. Hij kon meteen rijklaar worden gemaakt door de 'fietsenmaker' in de winkel. Deze deed dit met veel plezier en aandacht. Zoon mocht zelfs 'helpen'. Wij zijn zeer tevreden!,Biking,0
44026,44026,44026,44026,DtoJQEVhigBCipCKJRVg+QXy+rUA9+WeDeZSz5WeTIY=,1,2,70.0,online,sale,KIDS RAIN JACKET 100,CITY JR WET WEA,KID CYCLING AND,1,14.99,DtoJQEVhigBCipCKJRVg+QXy+rUA9+WeDeZSz5WeTIY=,Dun licht jasje,"Ik heb de regenjas besteld voor zwemles bevalt erg goed daarvoor,  licht dun jasje en zonder capuchon in een mooie felle kleur. De maat valt voor ons redelijk klein.",4,2022-02-15 23:48:22,,,"Thin light jacket. I ordered the raincoat for swimming lessons, I really like it, light thin jacket and without hood in a nice bright color. The size is quite small for us.","Dun licht jasje. Ik heb de regenjas besteld voor zwemles bevalt erg goed daarvoor,  licht dun jasje en zonder capuchon in een mooie felle kleur. De maat valt voor ons redelijk klein.",Biking,1
44027,44027,44027,44027,3WADeBf9/mf28Yaghd858j2byDYvu7gwPAqM3BOIoS8=,1,10,1088.0,offline,sale,"24"""" ELOPS 500 BLUE",KIDS CITY BIKES,KID CYCLING AND,1,259.99,3WADeBf9/mf28Yaghd858j2byDYvu7gwPAqM3BOIoS8=,,luisterend personeel heel vriendelijk en meedenkend,5,2023-02-18 09:10:06,,,". listening staff, very friendly and cooperative",. luisterend personeel heel vriendelijk en meedenkend,Biking,3
44028,44028,44028,44028,DNIcbSGprQy4hkYQKpo4fRoxD4eMagl+PeDoXgXtKgI=,1,1,70.0,online,sale,"24"""" ST 500 BLACK",JR MTB BIKES,KID CYCLING AND,1,199.99,DNIcbSGprQy4hkYQKpo4fRoxD4eMagl+PeDoXgXtKgI=,Super fiets voor een nette prijs,Nette prijs voor de fiets en helemaal top dat ze in de winkel de los bijbestelde spatborden en verlichting netjes hebben gemonteerd. Super service.,5,2022-02-01 19:39:48,,,Super bike for a decent price. A fair price for the bike and it's great that they neatly installed the separately ordered fenders and lighting in the store. Great service.,Super fiets voor een nette prijs. Nette prijs voor de fiets en helemaal top dat ze in de winkel de los bijbestelde spatborden en verlichting netjes hebben gemonteerd. Super service.,Biking,0
44029,44029,44029,44029,KSSNia5Wg/3QMPXEXyE1WkVZ9jZUqpfQS3d1ObF4udY=,1,10,2013.0,offline,sale,HOPRIDER 900 6-9,KIDS CITY BIKES,KID CYCLING AND,1,269.99,KSSNia5Wg/3QMPXEXyE1WkVZ9jZUqpfQS3d1ObF4udY=,Prima meisjes fiets,Onze dochter is er blij mee. Wij vonden het jammer dat ie vrij prijzig is en er geen mandje op zit en ook geen ketting kast heeft. Ook de kleuren waarin de fiets kwam was beperkt tot blauw.,4,2022-11-16 20:23:02,,,Great girls bike. Our daughter is happy with it. We thought it was a shame that it is quite pricey and does not have a basket on it and also does not have a chain case. The colors the bike came in were also limited to blue.,Prima meisjes fiets. Onze dochter is er blij mee. Wij vonden het jammer dat ie vrij prijzig is en er geen mandje op zit en ook geen ketting kast heeft. Ook de kleuren waarin de fiets kwam was beperkt tot blauw.,Biking,4
44030,44030,44030,44030,60VsNAzpbfEWAQClq0mm7z0+jHvq9NK2XADrc6WlU44=,1,1,70.0,online,sale,"TRAINING WHEELS 20-24""""",KIDS ACC 6-12 Y,KID CYCLING AND,1,17.99,60VsNAzpbfEWAQClq0mm7z0+jHvq9NK2XADrc6WlU44=,Degelijk en goed,degelijk en goed,5,2023-07-29 12:21:54,,,Solid and good. solid and good,Degelijk en goed. degelijk en goed,Biking,0
44038,44038,44038,44038,D3TGWaFtzI2imHJfpQmdQK3+TmxEWZAgpbW+WYv6mrE=,1,10,1570.0,offline,sale,MTB GLOVES ST 500 BLACK,MTB GLOVES,MTB BIKES AND E,1,19.99,D3TGWaFtzI2imHJfpQmdQK3+TmxEWZAgpbW+WYv6mrE=,de drinkrugzak mtb st 520 is top!,de drinkrugzak mtb st 520 is top voor op het mtb parcours.genoeg ruimte en voldoende inhoud om water mee te nemen.,5,2022-03-18 07:50:16,,,The MTB ST 520 hydration backpack is great! The MTB ST 520 hydration backpack is great for the MTB trail. Enough space and sufficient capacity to take water with you.,de drinkrugzak mtb st 520 is top!. de drinkrugzak mtb st 520 is top voor op het mtb parcours.genoeg ruimte en voldoende inhoud om water mee te nemen.,Biking,1
44039,44039,44039,44039,+inf9exlRhouFYQXVgQ2vni7vf/CmMZK7gVBIs3O70c=,1,2,70.0,online,sale,FEEL MTB RAIN JACKET M GREY/WHITE,M WET WEATHER,MTB BIKES AND E,1,89.99,+inf9exlRhouFYQXVgQ2vni7vf/CmMZK7gVBIs3O70c=,Zweterig,Heb hem nog niet in een flinke regenbui geprobeerd dus echt iets over de waterdichtheid kan ik niet zeggen. Maar een lichte bui houdt ie wel tegen. Jammer dat er geen grotere ritsen onder de oksels zitten voor het dumpen van hitte. Helaas zweet je heel snel in dit ding. Vooral rond de armen gaat het snel. De stof zelf is namelijk niet ademend lijkt het. Verder wel lekker licht en fijn dat de capuchon over de helm kan.,3,2023-07-16 10:16:18,,,"Sweaty. I haven't tried it in a heavy rain shower yet, so I can't really say anything about the waterproofness. But it can withstand a light shower. Too bad there aren't larger zippers under the armpits for dumping heat. Unfortunately, you sweat very quickly in this thing. Things are moving quickly, especially around the arms. The fabric itself does not seem to be breathable. Furthermore, it is nice and light and nice that the hood can be over the helmet.",Zweterig. Heb hem nog niet in een flinke regenbui geprobeerd dus echt iets over de waterdichtheid kan ik niet zeggen. Maar een lichte bui houdt ie wel tegen. Jammer dat er geen grotere ritsen onder de oksels zitten voor het dumpen van hitte. Helaas zweet je heel snel in dit ding. Vooral rond de armen gaat het snel. De stof zelf is namelijk niet ademend lijkt het. Verder wel lekker licht en fijn dat de capuchon over de helm kan.,Biking,1
44040,44040,44040,44040,LHUrLlDP/T+6zIIKUlQEEDEzaTRZoMM6DcC7umR31c0=,1,10,1185.0,offline,sale,MTB SHOES ST 100 BLACK,AD MTB SHOES,MTB BIKES AND E,1,31.99,LHUrLlDP/T+6zIIKUlQEEDEzaTRZoMM6DcC7umR31c0=,,"Vriendelijk, klantgericht",5,2022-07-13 10:02:31,,,". Friendly, customer-oriented",". Vriendelijk, klantgericht",Biking,3
44049,44049,44049,44049,PGKcJBr9qG078xGsqojEGYj6VTUp+e4gXrWyADHHLCg=,1,10,2095.0,offline,sale,SOCKS ROADR 900 WHITE,RD SOCKS SUMMER,ROAD BIKE AND E,1,11.99,PGKcJBr9qG078xGsqojEGYj6VTUp+e4gXrWyADHHLCg=,Wit blijft niet lang wit,Sokken vallen erg groot en verkleuren erg snel.,3,2023-08-16 08:51:16,,,White doesn't stay white for long. Socks run very large and discolour very quickly.,Wit blijft niet lang wit. Sokken vallen erg groot en verkleuren erg snel.,Biking,2
44050,44050,44050,44050,PGKcJBr9qG078xGsqojEGYj6VTUp+e4gXrWyADHHLCg=,1,10,2095.0,offline,sale,SOCKS ROADR 900 WHITE,RD SOCKS SUMMER,ROAD BIKE AND E,1,11.99,PGKcJBr9qG078xGsqojEGYj6VTUp+e4gXrWyADHHLCg=,Goede sokken maar erg groot,Zelfs met schoenmaat 44 zijn de sokken in de maat 43/46 veel te groot.Nu 39/42 gekocht en deze sokken passen erg goed.,4,2023-08-15 13:58:25,,,"Good socks but very big. Even with shoe size 44, the socks in size 43/46 are much too big. Now bought 39/42 and these socks fit very well.",Goede sokken maar erg groot. Zelfs met schoenmaat 44 zijn de sokken in de maat 43/46 veel te groot.Nu 39/42 gekocht en deze sokken passen erg goed.,Biking,2
44051,44051,44051,44051,PGKcJBr9qG078xGsqojEGYj6VTUp+e4gXrWyADHHLCg=,1,10,2095.0,offline,sale,SOCKS ROADR 900 WHITE,RD SOCKS SUMMER,ROAD BIKE AND E,1,11.99,PGKcJBr9qG078xGsqojEGYj6VTUp+e4gXrWyADHHLCg=,,"Het personeel is vriendelijk maar er moet echt iets gedaan worden aan de kleding.Diverse medewerkers hebben een enorme zweetlucht om zich heen hangen, hoe vriendelijk je dan ook ben het is wel een min puntje.",4,2023-08-15 13:56:33,,,". The staff is friendly, but something really needs to be done about the clothing. Several employees have a huge smell of sweat, no matter how friendly you are, it is a minus point.",". Het personeel is vriendelijk maar er moet echt iets gedaan worden aan de kleding.Diverse medewerkers hebben een enorme zweetlucht om zich heen hangen, hoe vriendelijk je dan ook ben het is wel een min puntje.",Biking,3
44052,44052,44052,44052,mrykqIaiPe3i3q4a/z82oO1HtXe2IpmjQ1E4Z6mz+QE=,1,10,1570.0,offline,sale,SOCKS ROADR 500 FLUO YELLOW,RD SOCKS SUMMER,ROAD BIKE AND E,2,9.98,mrykqIaiPe3i3q4a/z82oO1HtXe2IpmjQ1E4Z6mz+QE=,Prima fietssokken.,"Vrijwel naadloos en geheel rimpelloos, dus prima pasvorm.Met gewone sportsokken vaak zeiknatte voeten, maar met deze dus niet. Voer dus goed transpiratie af.",5,2022-04-29 08:21:45,,,"Excellent cycling socks. Almost seamless and completely wrinkle-free, so a great fit. With regular sports socks you often get soaking wet feet, but not with these. So remove perspiration well.","Prima fietssokken.. Vrijwel naadloos en geheel rimpelloos, dus prima pasvorm.Met gewone sportsokken vaak zeiknatte voeten, maar met deze dus niet. Voer dus goed transpiratie af.",Biking,2
44053,44053,44053,44053,BjzxxwHdNC6H5edPEu+xccYODXpXcECFreGFTgei9rA=,1,1,70.0,online,sale,JACKET RC500 BLACK/ORANGE,GAR WIN RD M,ROAD BIKE AND E,1,69.99,BjzxxwHdNC6H5edPEu+xccYODXpXcECFreGFTgei9rA=,gewoon goed,Deze handschoenen zitten perfect aansluitend in de maat die ik altijd heb. Ik ben iemand die snel koude handen en voeten heeft en tot ongeveer 0 graden heb ik nog warme handen. Bij -2 had ik vrij snel koude handen maar het was ook vochtig en mistig weer. Ik ben er blij mee. Als  het kouder wordt dan 0 graden ga ik toch niet meer voor de lol fietsen en naar mijn werk gebruik ik dan wanten. Voor mountainbiken/wielrennen fijne handschoenen. Als ze ook warm waren geweest bij -2 had ik 5 sterren gegeven. Ik zie ook nog mensen rondfietsen als het  2graden is zonder handschoenen dus ik denk dat zij nog warme handen zullen hebben bij -5. Ik ben gewoon een koukleum wat betreft voeten en handen.,4,2022-01-18 09:25:01,,,"just good. These gloves fit perfectly in the size I always have. I am someone who quickly gets cold hands and feet and my hands are still warm up to about 0 degrees. At -2 I got cold hands quite quickly, but the weather was also damp and foggy. I'm happy with it. If it gets colder than 0 degrees, I no longer cycle for fun and I use mittens to work. Nice gloves for mountain biking/cycling. If they had been warm at -2 I would have given 5 stars. I also see people cycling around when it is 2 degrees without gloves, so I think they will still have warm hands at -5. I'm just cold when it comes to feet and hands.",gewoon goed. Deze handschoenen zitten perfect aansluitend in de maat die ik altijd heb. Ik ben iemand die snel koude handen en voeten heeft en tot ongeveer 0 graden heb ik nog warme handen. Bij -2 had ik vrij snel koude handen maar het was ook vochtig en mistig weer. Ik ben er blij mee. Als  het kouder wordt dan 0 graden ga ik toch niet meer voor de lol fietsen en naar mijn werk gebruik ik dan wanten. Voor mountainbiken/wielrennen fijne handschoenen. Als ze ook warm waren geweest bij -2 had ik 5 sterren gegeven. Ik zie ook nog mensen rondfietsen als het  2graden is zonder handschoenen dus ik denk dat zij nog warme handen zullen hebben bij -5. Ik ben gewoon een koukleum wat betreft voeten en handen.,Biking,0
44054,44054,44054,44054,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,1,10,896.0,offline,sale,RC 3/4 SHORTS . W 3/4 BIB SHORTS BLK,GARM MID-SE RDW,ROAD BIKE AND E,1,14.99,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,perfect,"perfect handschoenen, voor meer dan alleen mtb-en",5,2022-01-31 11:39:19,,,perfect. perfect gloves for more than just MTB riding,"perfect. perfect handschoenen, voor meer dan alleen mtb-en",Biking,0
44055,44055,44055,44055,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,1,10,896.0,offline,sale,RC 3/4 SHORTS . W 3/4 BIB SHORTS BLK,GARM MID-SE RDW,ROAD BIKE AND E,1,14.99,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,prima product,"goede aankoop, value for money, zoals vaak bij Decathlon",5,2022-01-31 11:39:20,,,"excellent product. good purchase, value for money, as is often the case with Decathlon","prima product. goede aankoop, value for money, zoals vaak bij Decathlon",Biking,6
44056,44056,44056,44056,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,1,10,896.0,offline,sale,RC 3/4 SHORTS . W 3/4 BIB SHORTS BLK,GARM MID-SE RDW,ROAD BIKE AND E,1,14.99,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,prima product,goed,5,2022-06-29 21:34:12,,,excellent product. Good,prima product. goed,Biking,1
44057,44057,44057,44057,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,1,10,896.0,offline,sale,RC 3/4 SHORTS . W 3/4 BIB SHORTS BLK,GARM MID-SE RDW,ROAD BIKE AND E,1,14.99,YEMV4kXj1pVqORN+FSfNs/INHV2r80/4afzad+mmGBM=,,"prima, meeste spullen waren er, al is de voorraad mtb materialen al een poos laag..",5,2022-01-31 11:38:18,,,". fine, most of the stuff was there, although the stock of MTB materials has been low for a while...",". prima, meeste spullen waren er, al is de voorraad mtb materialen al een poos laag..",Biking,0
44058,44058,44058,44058,2q83cxfu1s99bDZIw8q0eoFaHuhyvlx4XIrqbnbQqcI=,1,1,70.0,online,sale,RCR WINTER TIGHT M CYCLING TIGHTS,GAR WIN RD M,ROAD BIKE AND E,1,79.99,2q83cxfu1s99bDZIw8q0eoFaHuhyvlx4XIrqbnbQqcI=,"Prima broek, voor korte ritjes",Helaas voor langere ritten dan 40 KM geen succes.Korte ritjes is ie perfect.,4,2023-01-16 14:45:01,,,"Great pants for short trips. Unfortunately, no success for longer journeys than 40 KM. It is perfect for short journeys.","Prima broek, voor korte ritjes. Helaas voor langere ritten dan 40 KM geen succes.Korte ritjes is ie perfect.",Biking,0
44059,44059,44059,44059,P//ejnernrtUpq5bmEii9o9n2L18lowZdGZcY2AYx78=,1,8,2095.0,offline,return,WINTER JACKET MEN RC100 M JACKET BLK,GAR WIN RD M,ROAD BIKE AND E,-1,-34.99,P//ejnernrtUpq5bmEii9o9n2L18lowZdGZcY2AYx78=,Prima fijne winterjas - top service van Decathlon,Had deze jas vorig jaar december gekocht. Nu was de jas op een naad open gesprongen en wat denk je …. Heb netjes een nieuwe gekregen! Top Service bij Decathlon:grinning_face:Overigens is het een hele fijne jas. Niet te dik en niet te dun bij ritten met temp. rond het vriespunt. Mouwen en rug van de jas mooie lengte en kruipen niet omhoog. Wel zo fijn met koud weer. Een verbeterpuntje: De rugzakken opdelen in drie zoals bij de meeste wielerjassen en shirts. Nu heb je er twee een grote en kleine maar dat is niet echt handig. Drie gelijke rugzakken maken ipv 1 grote en 1 kleine. Niet handig. Beter drie gelijke rugzakken zoals op bijna alle wielershirts en jassen.,5,2022-12-20 18:47:35,,,"Very nice winter coat - top service from Decathlon. Bought this jacket last December. Now the jacket had opened at a seam and guess what... Just got a new one! Top Service at Decathlon:grinning_face:By the way, it is a very nice jacket. Not too thick and not too thin when riding at high temperatures. around freezing point. Sleeves and back of the jacket have a nice length and do not ride up. Very nice in cold weather. One point for improvement: Divide the backpacks into three, as with most cycling jackets and shirts. Now you have two, a large and a small one, but that is not really convenient. Make three equal backpacks instead of 1 large and 1 small. Not convenient. Better to have three identical backpacks as on almost all cycling jerseys and jackets.",Prima fijne winterjas - top service van Decathlon. Had deze jas vorig jaar december gekocht. Nu was de jas op een naad open gesprongen en wat denk je …. Heb netjes een nieuwe gekregen! Top Service bij Decathlon:grinning_face:Overigens is het een hele fijne jas. Niet te dik en niet te dun bij ritten met temp. rond het vriespunt. Mouwen en rug van de jas mooie lengte en kruipen niet omhoog. Wel zo fijn met koud weer. Een verbeterpuntje: De rugzakken opdelen in drie zoals bij de meeste wielerjassen en shirts. Nu heb je er twee een grote en kleine maar dat is niet echt handig. Drie gelijke rugzakken maken ipv 1 grote en 1 kleine. Niet handig. Beter drie gelijke rugzakken zoals op bijna alle wielershirts en jassen.,Biking,1
44060,44060,44060,44060,sKCntRoj9dIIITwiaGPcRYjTVnb4sw6Aqa4KxtCc8Xw=,1,10,2226.0,offline,sale,CYCL. SHORTS ESSENTIAL NB,GAR SUM RD M,ROAD BIKE AND E,2,19.98,sKCntRoj9dIIITwiaGPcRYjTVnb4sw6Aqa4KxtCc8Xw=,,Hele goede ervaring. Veel informatie werd ook echt de tijd voor je genomen. Vriendelijk personeel,5,2022-03-14 10:44:56,,,. Very good experience. A lot of information was really given to you. Friendly staff,. Hele goede ervaring. Veel informatie werd ook echt de tijd voor je genomen. Vriendelijk personeel,Biking,3
44061,44061,44061,44061,Ya5nFBqtcFhVRe6VoGuOaAouCmf5Upl5qg97MQCVCek=,1,2,70.0,online,sale,SS JERSEY MEN ESSENTIAL BLACK,GAR SUM RD M,ROAD BIKE AND E,1,5.99,Ya5nFBqtcFhVRe6VoGuOaAouCmf5Upl5qg97MQCVCek=,,Gewoon alles goed,5,2022-07-20 18:14:22,,,. Just everything good,. Gewoon alles goed,Biking,0
44062,44062,44062,44062,xJS9NsmldQ0omVhkcTh7GpxQG9QwWtIijgA/6q0mIi4=,1,5,70.0,online,sale,MERINO NECKWARMER GREY,WIN HEADBAND RD,ROAD BIKE AND E,1,11.99,xJS9NsmldQ0omVhkcTh7GpxQG9QwWtIijgA/6q0mIi4=,,"Producten zijn goed, helaas leveringsproblemen.",3,2022-10-07 21:38:45,,,". Products are good, unfortunately delivery problems.",". Producten zijn goed, helaas leveringsproblemen.",Biking,0
44063,44063,44063,44063,YOKxf5GsD6SRQg4DawURr3zbxbYGhJoKHnvgPxoWIEY=,2,10,1089.0,offline,sale,ROADR 900 PREFORMED ARM COVER FLUO,ROAD ARM/LEG,ROAD BIKE AND E,1,11.99,YOKxf5GsD6SRQg4DawURr3zbxbYGhJoKHnvgPxoWIEY=,HEERLIJK,"DE Jack is lekker warm, zit als gegoten en is erg praktisch met het gat voor het horloge",5,2023-02-27 20:22:45,,,"DELICIOUS. THE Jacket is nice and warm, fits like a glove and is very practical with the hole for the watch","HEERLIJK. DE Jack is lekker warm, zit als gegoten en is erg praktisch met het gat voor het horloge",Biking,1
44064,44064,44064,44064,LO6w9jcHfZ4x3PhJfyqPfgNDXYuzc5CMQKHKVT4FmhY=,1,10,2096.0,offline,sale,LS WINDBRAKER ROADR 500 M WINDBREAKER FL,RAIN WIN CUT RD,ROAD BIKE AND E,1,24.99,LO6w9jcHfZ4x3PhJfyqPfgNDXYuzc5CMQKHKVT4FmhY=,,Op zich iets te weinig personeel maar dat is de markt. Toen ik de verkeerde prijs kreeg tov de aanbieding op het schap werd het goed afgehandeld. Deze winkel is perfect want niet te groot maar er is toch alles,5,2023-06-11 10:15:24,,,". In itself a little too few staff, but that is the market. When I got the wrong price compared to the offer on the shelf, it was handled well. This store is perfect because it is not too big but it still has everything",. Op zich iets te weinig personeel maar dat is de markt. Toen ik de verkeerde prijs kreeg tov de aanbieding op het schap werd het goed afgehandeld. Deze winkel is perfect want niet te groot maar er is toch alles,Biking,3
44243,44243,44243,44243,UX9ST7v1AaxCL0lvXygXV2JKyDKCipvECQxAwHjRRMo=,1,10,896.0,offline,sale,"26X1,7-2,2 S48",BIKE INNER TUBE,TYRES/SPARE/CAR,2,6.98,UX9ST7v1AaxCL0lvXygXV2JKyDKCipvECQxAwHjRRMo=,"eerste 2 maanden goed, na 4 maanden gaten",Na 4 maanden gebruik (2 a 3 keer per week tennissen) is de grip weg en heeft de schoen 2 gaten.,2,2023-05-08 15:44:03,,,"good for the first 2 months, holes after 4 months. After 4 months of use (playing tennis 2 to 3 times a week), the grip is gone and the shoe has 2 holes.","eerste 2 maanden goed, na 4 maanden gaten. Na 4 maanden gebruik (2 a 3 keer per week tennissen) is de grip weg en heeft de schoen 2 gaten.",Biking,2
44244,44244,44244,44244,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,1,10,1570.0,offline,sale,"CITY5 TYRE PROTECT 28""""",CITY TYRE,TYRES/SPARE/CAR,1,10.99,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,:yes::tone_light:,:yes::tone_light:,4,2022-11-04 09:56:03,,,:yes::tone_light:. :yes::tone_light:,:yes::tone_light:. :yes::tone_light:,Biking,5
44245,44245,44245,44245,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,1,10,1570.0,offline,sale,"CITY5 TYRE PROTECT 28""""",CITY TYRE,TYRES/SPARE/CAR,1,10.99,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,:yes::tone_light:,:yes::tone_light:,4,2022-11-04 09:56:02,,,:yes::tone_light:. :yes::tone_light:,:yes::tone_light:. :yes::tone_light:,Biking,5
44246,44246,44246,44246,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,1,10,1570.0,offline,sale,"CITY5 TYRE PROTECT 28""""",CITY TYRE,TYRES/SPARE/CAR,1,10.99,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,:yes::tone_light:,:yes::tone_light:,5,2022-11-01 10:23:53,,,:yes::tone_light:. :yes::tone_light:,:yes::tone_light:. :yes::tone_light:,Biking,5
44247,44247,44247,44247,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,1,10,1570.0,offline,sale,"CITY5 TYRE PROTECT 28""""",CITY TYRE,TYRES/SPARE/CAR,1,10.99,gEyJnQAoDmtMLVcLYivKRCOsTeHnEp5oQRtYl7LAICM=,:yes::tone_light:,:yes::tone_light:,5,2022-11-01 10:22:50,,,:yes::tone_light:. :yes::tone_light:,:yes::tone_light:. :yes::tone_light:,Biking,5
