,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic,topic_name,x,y,z,x1,y1
3506,49379,49379,49379,vH6HjJ29rByr9q2ahyOrF7+2s79+1gZp8Al0CnRJqcU=,1,2,70.0,online,sale,TS500 REG GYM HEATHER DARKGREEN,WOMAN TS LEGG,FITNESS TRAININ,2,11.98,vH6HjJ29rByr9q2ahyOrF7+2s79+1gZp8Al0CnRJqcU=,tevreden met de aankopen,Snel geleverd tegen een goede prijs,5,2022-03-18 19:13:52,,,satisfied with the purchases. Delivered quickly at a good price,tevreden met de aankopen. Snel geleverd tegen een goede prijs,Fitness and Yoga,0,0,Delivery,8.247595,0.5474322,9.759844,10.544325,4.679692
3507,49380,49380,49380,xKw1ij2BRFV5FvwaNpGWIWVZ+sFg3Hjeywen1bX+HZ8=,1,10,1161.0,offline,sale,100 W 2.0 BLACK,FIT WOMAN SHOES,FITNESS TRAININ,1,19.99,xKw1ij2BRFV5FvwaNpGWIWVZ+sFg3Hjeywen1bX+HZ8=,Super fijne sokken om te trainen,Dit zijn hele fijne sokken om mee te trainen. Goede zweetafvoer en blijven lang goed.,4,2023-09-04 15:43:40,,,Super nice socks for training. These are very nice socks for training. Good sweat wicking and long lasting.,Super fijne sokken om te trainen. Dit zijn hele fijne sokken om mee te trainen. Goede zweetafvoer en blijven lang goed.,Fitness and Yoga,10,10,Fitness Clothing,11.191821,2.6101587,5.226322,5.1949406,1.730621
3508,49381,49381,49381,xKw1ij2BRFV5FvwaNpGWIWVZ+sFg3Hjeywen1bX+HZ8=,1,10,1161.0,offline,sale,100 W 2.0 BLACK,FIT WOMAN SHOES,FITNESS TRAININ,1,19.99,xKw1ij2BRFV5FvwaNpGWIWVZ+sFg3Hjeywen1bX+HZ8=,,Groot aanbod in verschillende sportkleding en benodigdheden. Goede prijzen.,5,2023-09-04 15:41:59,,,. Large selection of different sportswear and supplies. Good prices.,. Groot aanbod in verschillende sportkleding en benodigdheden. Goede prijzen.,Fitness and Yoga,16,16,Store and Staff,7.1646495,0.6115083,7.2721915,10.462323,1.2316004
3509,49382,49382,49382,mFLgdxDfIqUt88b6gHLnf53eH3Qrhqi11kj28kyKwLA=,2,2,70.0,online,sale,TIGHT LINEAR BLACK&WHITE 21/22,WOMAN TS LEGG,FITNESS TRAININ,1,29.99,mFLgdxDfIqUt88b6gHLnf53eH3Qrhqi11kj28kyKwLA=,,Veel keuze en betaalbare keuzel.,5,2022-03-12 09:39:13,,,. Lots of choice and affordable options.,. Veel keuze en betaalbare keuzel.,Fitness and Yoga,6,6,Store and Staff,7.622849,-0.6379659,7.9975076,11.135519,2.6224716
3510,49383,49383,49383,95lZJBM9Y+d2ahCNoMSPeUd/PUE0Ha1bpHCuPcNVj78=,1,10,1186.0,offline,sale,JUMP ROPE COUNTER,FIT JUMPIN ROPE,FITNESS TRAININ,1,14.99,95lZJBM9Y+d2ahCNoMSPeUd/PUE0Ha1bpHCuPcNVj78=,,Producten zijn van redelijk goede kwaliteit en gezien de prijzen van uitstekende prijs/prestatie verhouding.,5,2023-01-11 11:28:08,,,". Products are of fairly good quality and, considering the prices, excellent value for money.",. Producten zijn van redelijk goede kwaliteit en gezien de prijzen van uitstekende prijs/prestatie verhouding.,Fitness and Yoga,12,12,Price-Quality Evaluation,8.203763,-0.0077903597,8.53481,10.60966,3.4621575
3511,49384,49384,49384,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,1,10,1570.0,offline,sale,PANT REGULAR 500 GREY M,MAN PANT JACKET,FITNESS TRAININ,1,17.99,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,Mooi,Draag lekker weg.,5,2023-05-05 09:41:09,,,Nice. Wear comfortably.,Mooi. Draag lekker weg.,Fitness and Yoga,1,1,Size-Fit Evaluation,8.959737,3.8177743,7.085562,7.664106,0.15098208
3512,49385,49385,49385,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,1,10,1570.0,offline,sale,PANT REGULAR 500 GREY M,MAN PANT JACKET,FITNESS TRAININ,1,17.99,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,Lekker,Zit goed.,5,2022-07-31 10:21:26,,,Tasty. Fits well.,Lekker. Zit goed.,Fitness and Yoga,1,1,Size-Fit Evaluation,8.990338,3.0265064,7.645145,7.6463137,-0.024915243
3513,49386,49386,49386,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,1,10,1570.0,offline,sale,PANT REGULAR 500 GREY M,MAN PANT JACKET,FITNESS TRAININ,1,17.99,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,goed.,.,5,2023-05-05 09:41:35,,,Good.. .,goed.. .,Fitness and Yoga,15,15,Good Product,10.25132,-3.705127,13.241011,7.1016207,9.899534
3514,49387,49387,49387,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,1,10,1570.0,offline,sale,PANT REGULAR 500 GREY M,MAN PANT JACKET,FITNESS TRAININ,1,17.99,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,zit goed,Perfect.,5,2023-05-05 09:41:58,,,fits well. Perfect.,zit goed. Perfect.,Fitness and Yoga,1,1,Size-Fit Evaluation,8.528803,3.24782,7.835322,8.183104,-0.22271563
3515,49388,49388,49388,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,1,10,1570.0,offline,sale,PANT REGULAR 500 GREY M,MAN PANT JACKET,FITNESS TRAININ,1,17.99,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,Heerlijk,Lekkere renshirt!,5,2022-07-31 10:20:24,,,Delicious. Nice running shirt!,Heerlijk. Lekkere renshirt!,Fitness and Yoga,18,18,Fitness Clothing,7.3373833,3.5077865,5.8794518,6.368342,-1.4145616
3516,49389,49389,49389,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,1,10,1570.0,offline,sale,PANT REGULAR 500 GREY M,MAN PANT JACKET,FITNESS TRAININ,1,17.99,X37KRcg2pg2RD9ktxd33FzUBGIxMWSfJg1UXlwmagG4=,,"Top winkel, van alles wat.",5,2022-07-31 10:19:24,,,". Top shop, something of everything.",". Top winkel, van alles wat.",Fitness and Yoga,6,6,Store and Staff,7.347032,-1.6337277,7.8155866,12.025575,1.9180447
3517,49390,49390,49390,k9Jg7BDgkhA0MSQ0IJdb4aYeHPFLWyecH5fFazeSkug=,1,10,256.0,offline,sale,100 W 2.0 BLACK,FIT WOMAN SHOES,FITNESS TRAININ,1,19.99,k9Jg7BDgkhA0MSQ0IJdb4aYeHPFLWyecH5fFazeSkug=,Fijne sportbeha,"Zit lekker, goede ondersteuning",4,2023-06-28 12:11:02,,,"Nice sports bra. Fits comfortably, good support","Fijne sportbeha. Zit lekker, goede ondersteuning",Fitness and Yoga,18,18,Fitness Clothing,8.892846,2.6170835,5.713147,6.47614,0.84348744
3518,49391,49391,49391,mcx9LnQovPsOof7BuRKq9Opjqkc0i9PfHsa+XrOSXWQ=,1,1,70.0,online,sale,PANT REGULAR 500 GREY W,WOMAN PANT JACK,FITNESS TRAININ,1,9.99,mcx9LnQovPsOof7BuRKq9Opjqkc0i9PfHsa+XrOSXWQ=,Perfect,"Was voor mijn moeder,ze vindt alles te strak zitten en deze is perfect, jammer dat er geen andere kleuren zijn,zwat is geen optie",4,2022-10-08 18:16:41,,,"Perfect. Was for my mother, she thinks everything fits too tight and this one is perfect, too bad there are no other colors, black is not an option","Perfect. Was voor mijn moeder,ze vindt alles te strak zitten en deze is perfect, jammer dat er geen andere kleuren zijn,zwat is geen optie",Fitness and Yoga,1,1,Size-Fit Evaluation,8.505023,3.3475826,7.505494,7.9344506,-0.22498567
3519,49392,49392,49392,TaH8dMjr9Wh0RzIu3bVXO8gSepvH6jqhrkUAL0QBV18=,1,10,1161.0,offline,sale,HANDMOBILITY,GYMBALL & ACC.,FITNESS TRAININ,1,14.99,TaH8dMjr9Wh0RzIu3bVXO8gSepvH6jqhrkUAL0QBV18=,Perfect,Top product,5,2023-09-18 11:39:16,,,Perfect. Top product,Perfect. Top product,Fitness and Yoga,17,17,Fitness Gear,11.121198,3.2520764,9.06405,11.497599,-3.1049476
3520,49394,49394,49394,t6g9/YlU4JeGfLa3TKu4ADl4Y/8SNaK2opWW5/4oNPY=,1,1,70.0,online,sale,JACKET HOOD 900 PINK W,WOMAN PANT JACK,FITNESS TRAININ,1,19.99,t6g9/YlU4JeGfLa3TKu4ADl4Y/8SNaK2opWW5/4oNPY=,,Zeer tevreden snelle levering..,5,2023-02-20 20:15:35,,,. Very satisfied fast delivery..,. Zeer tevreden snelle levering..,Fitness and Yoga,0,0,Delivery,7.9109964,1.0163096,10.236027,10.918083,5.1477094
3521,49395,49395,49395,hKqM8JWe9FLt71oKDc6VN5NjH5vgOrDcoCItpYh60ug=,1,1,70.0,online,sale,T-SHIRT 100 WHITE,FIT BEG M OUTFI,FITNESS TRAININ,2,11.98,hKqM8JWe9FLt71oKDc6VN5NjH5vgOrDcoCItpYh60ug=,,"echt het duurt meer dan een weke om je spullen te ontvangen, kan niet meer in deze tijd",3,2023-01-03 21:36:54,,,". It really takes more than a week to receive your items, which is no longer possible in this day and age",". echt het duurt meer dan een weke om je spullen te ontvangen, kan niet meer in deze tijd",Fitness and Yoga,0,0,Delivery,6.792256,0.47458896,9.843555,12.159354,4.702088
3522,49396,49396,49396,RTPxyDK51wKKPI2O+Yw5kRZ7UzBqZKUHnLmMFJDPCmQ=,1,2,70.0,online,sale,PILATES MAT S PINK,MATS,FITNESS TRAININ,1,17.99,RTPxyDK51wKKPI2O+Yw5kRZ7UzBqZKUHnLmMFJDPCmQ=,,Goed op tijd en duidelijke aanwijzingen.Goed materiaal.,5,2022-01-17 09:11:19,,,. On time and clear instructions. Good material.,. Goed op tijd en duidelijke aanwijzingen.Goed materiaal.,Fitness and Yoga,12,12,Price-Quality Evaluation,9.399577,0.11613173,8.117038,9.515354,2.947518
3523,49397,49397,49397,RTPxyDK51wKKPI2O+Yw5kRZ7UzBqZKUHnLmMFJDPCmQ=,1,2,70.0,online,sale,PILATES MAT S PINK,MATS,FITNESS TRAININ,1,17.99,RTPxyDK51wKKPI2O+Yw5kRZ7UzBqZKUHnLmMFJDPCmQ=,Perfect,Prima mat om te sporten en makkelijk mee te nemen.,5,2022-02-08 16:04:29,,,Perfect. Great mat for exercising and easy to take with you.,Perfect. Prima mat om te sporten en makkelijk mee te nemen.,Fitness and Yoga,17,17,Fitness Gear,10.754247,2.0587163,7.0235977,7.0114765,1.8417617
3524,49398,49398,49398,Rk9kRFSaqVaFpfijhIhp7WkF/RG3uAxv2GgQhvCCb8U=,1,10,1089.0,offline,sale,FBRA 540 TRENDY GREEN,W BRA,FITNESS TRAININ,1,19.99,Rk9kRFSaqVaFpfijhIhp7WkF/RG3uAxv2GgQhvCCb8U=,,Geen advies,4,2022-11-08 11:14:41,,,. No advice,. Geen advies,Fitness and Yoga,5,5,Good Product,9.434029,-2.014146,11.287197,8.912227,7.7631917
3525,49399,49399,49399,SQCWfj2jMDngXegLdc7qiB3kAhlLBdoC3Akb9NUwcX0=,1,1,70.0,online,sale,PANTALON 120 H BLACK,FIT BEG M OUTFI,FITNESS TRAININ,2,35.98,SQCWfj2jMDngXegLdc7qiB3kAhlLBdoC3Akb9NUwcX0=,,"de bestelling was in orde, en na de keuze welke maat het beste was, netjes het overige weer teruggestuurd.",5,2022-08-04 13:14:51,,,". the order was in order, and after choosing which size was best, the rest was neatly returned.",". de bestelling was in orde, en na de keuze welke maat het beste was, netjes het overige weer teruggestuurd.",Fitness and Yoga,1,1,Size-Fit Evaluation,7.465847,2.6569173,7.5623617,9.277256,-0.20272852
3526,49400,49400,49400,SXiOyGq89/lh/wxmhzgSPy47Sq5oOyNd0fHOct+BYI8=,1,10,1089.0,offline,sale,TEE SHIRT FTS100 LIGHT GREEN,W ESSENTIAL,FITNESS TRAININ,1,3.99,SXiOyGq89/lh/wxmhzgSPy47Sq5oOyNd0fHOct+BYI8=,,Top winkel veel te vinden en veel keus,4,2023-03-21 07:44:22,,,". Top shop, lots to find and lots of choice",. Top winkel veel te vinden en veel keus,Fitness and Yoga,6,6,Store and Staff,7.3134866,-1.3720212,7.8912597,11.918309,2.111355
3527,49401,49401,49401,G/0SmA8BysMoCNDJvdxwdVweVwm52zRkbiaZ8DXgl3g=,1,1,70.0,online,sale,T-SHIRT GYM M 520 LS GREY,MAN PANT JACKET,FITNESS TRAININ,2,11.98,G/0SmA8BysMoCNDJvdxwdVweVwm52zRkbiaZ8DXgl3g=,.,.,4,2023-08-15 09:22:47,,,,.. .,Fitness and Yoga,2,2,Unknown,-19.466381,0.93218577,7.633273,-16.391005,21.093542
3528,49402,49402,49402,G/0SmA8BysMoCNDJvdxwdVweVwm52zRkbiaZ8DXgl3g=,1,1,70.0,online,sale,T-SHIRT GYM M 520 LS GREY,MAN PANT JACKET,FITNESS TRAININ,2,11.98,G/0SmA8BysMoCNDJvdxwdVweVwm52zRkbiaZ8DXgl3g=,.,.,4,2023-08-15 09:23:09,,,,.. .,Fitness and Yoga,2,2,Unknown,-19.46279,0.92858654,7.636867,-16.382187,21.084723
3529,49403,49403,49403,G/0SmA8BysMoCNDJvdxwdVweVwm52zRkbiaZ8DXgl3g=,1,1,70.0,online,sale,T-SHIRT GYM M 520 LS GREY,MAN PANT JACKET,FITNESS TRAININ,2,11.98,G/0SmA8BysMoCNDJvdxwdVweVwm52zRkbiaZ8DXgl3g=,,goede kwaliteit,5,2022-08-23 11:16:15,,,. good quality,. goede kwaliteit,Fitness and Yoga,12,12,Price-Quality Evaluation,9.143303,-0.13139968,8.298228,9.610873,3.452755
3530,49404,49404,49404,SoGR/IGciXoN1SGtyG51EkXre1rJQFzapFZg9PrCBL8=,1,10,664.0,offline,sale,FBRA 900 PINK,W BRA,FITNESS TRAININ,1,17.99,SoGR/IGciXoN1SGtyG51EkXre1rJQFzapFZg9PrCBL8=,Makkelijk in gebruik,Super,5,2023-09-24 10:57:25,,,Easy to use. Super,Makkelijk in gebruik. Super,Fitness and Yoga,8,8,Fitness Gear,9.740004,0.9724284,8.034631,8.904391,2.7922592
3531,49405,49405,49405,SoGR/IGciXoN1SGtyG51EkXre1rJQFzapFZg9PrCBL8=,1,10,664.0,offline,sale,FBRA 900 PINK,W BRA,FITNESS TRAININ,1,17.99,SoGR/IGciXoN1SGtyG51EkXre1rJQFzapFZg9PrCBL8=,Makkelijk in gebruik,Super,5,2023-09-24 10:58:35,,,Easy to use. Super,Makkelijk in gebruik. Super,Fitness and Yoga,8,8,Fitness Gear,9.723682,0.96121603,8.0329,8.899474,2.7632742
3532,49406,49406,49406,SoGR/IGciXoN1SGtyG51EkXre1rJQFzapFZg9PrCBL8=,1,10,664.0,offline,sale,FBRA 900 PINK,W BRA,FITNESS TRAININ,1,17.99,SoGR/IGciXoN1SGtyG51EkXre1rJQFzapFZg9PrCBL8=,Top,Goede steun,5,2023-09-24 10:58:02,,,Top. Good support,Top. Goede steun,Fitness and Yoga,3,3,Good Product,11.5757475,3.5184796,9.473088,11.867255,-3.6914024
3533,49407,49407,49407,T7MNvta2jKUrHLCB8PGMrIdSvOmr2560B0SeoozPXJw=,1,2,70.0,online,sale,TANK MY LITTLE TOP BLACK,WOMEN'S GYM APP,GYMNASTICS ACCR,1,4.89,T7MNvta2jKUrHLCB8PGMrIdSvOmr2560B0SeoozPXJw=,,Maat is een beetje groot maar geen probleem :yes:,5,2022-06-15 22:03:01,,,. Size is a bit big but no problem :yes:,. Maat is een beetje groot maar geen probleem :yes:,Fitness and Yoga,1,1,Size-Fit Evaluation,8.236083,3.2139845,7.5629983,8.385384,-0.23780645
3534,49408,49408,49408,XLNtftBR60r28E6Xb4sCrxQmcszZOAykOr0Kosc5H9w=,1,10,256.0,offline,sale,DIABOLO 100 RED,JUGGLING CIRCUS,GYMNASTICS ACCR,1,11.99,XLNtftBR60r28E6Xb4sCrxQmcszZOAykOr0Kosc5H9w=,,Zeer uitgebreide selectie per sport of activiteit.,5,2022-03-31 10:15:30,,,. Very extensive selection per sport or activity.,. Zeer uitgebreide selectie per sport of activiteit.,Fitness and Yoga,16,16,Store and Staff,7.134552,0.052032672,7.355,10.799641,1.6593479
3535,49409,49409,49409,CaJWcAxS9bApDB7/nH9+rOQyRenCuIh4uzF6XLFqSRs=,1,2,70.0,online,sale,MINI TRAMPOLINE WW,TRAMPOLINE & TR,GYMNASTICS ACCR,1,48.99,CaJWcAxS9bApDB7/nH9+rOQyRenCuIh4uzF6XLFqSRs=,Super leuk!,Me zoontje is er helemaal blij mee. Super aankoop!,5,2022-09-12 18:54:23,,,Awesome!. My son is very happy with it. Great purchase!,Super leuk!. Me zoontje is er helemaal blij mee. Super aankoop!,Fitness and Yoga,12,12,Price-Quality Evaluation,8.984072,0.76295733,8.035258,9.159982,3.5030904
3536,49420,49420,49420,gFUt3jXUlLbr8GdOrVrH5gazJbMjpRL6sxRPWVi3YJA=,1,10,346.0,offline,sale,PANTALON 500 H BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,19.99,gFUt3jXUlLbr8GdOrVrH5gazJbMjpRL6sxRPWVi3YJA=,Lekker goed.,Fijn product.,5,2022-10-26 09:06:59,,,Nice and good.. Nice product.,Lekker goed.. Fijn product.,Fitness and Yoga,12,12,Price-Quality Evaluation,9.0123825,0.06981062,8.726319,9.801755,3.7949417
3537,49421,49421,49421,gFUt3jXUlLbr8GdOrVrH5gazJbMjpRL6sxRPWVi3YJA=,1,10,346.0,offline,sale,PANTALON 500 H BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,19.99,gFUt3jXUlLbr8GdOrVrH5gazJbMjpRL6sxRPWVi3YJA=,,Goede producten voor een goede prijs.,5,2022-10-26 09:05:58,,,. Good products for a good price.,. Goede producten voor een goede prijs.,Fitness and Yoga,12,12,Price-Quality Evaluation,8.445788,-0.10910821,8.531711,10.292872,3.4719744
3538,49492,49492,49492,Oo93x7NJ8nts8mG/WDarsqwQ+0u8qbg2QJ58EYlCFrk=,1,10,1161.0,offline,sale,PW 500 FRESH JR BROWN ORANGE,JUNIOR MULTISPO,KIDS SPORTIVE E,1,14.99,Oo93x7NJ8nts8mG/WDarsqwQ+0u8qbg2QJ58EYlCFrk=,zool slijt veel te snel,"Na 1 week,  waarin de schoenen 3x gedragen waren, ging ik terug naar Decathlon met het verzoek naar de zolen te kijken en informeren of er soms meer klachten waren gekomen. De zool slijt absurd hard af, terwijl gedurende die 3 dagen m'n zoon op school zat en merendeels zittend op stoel. Buiten school uiteraard gespeeld. Commentaar Decathlon was; wat verwacht u nou eenmaal van zulke goedkope schoenen??? Heb de schoenen gepakt en ben weggegaan. Ik verwacht geen gouden bergen maar op z'n minst een kijkje of er meerdere geklaagd hebben. 3 dagen dragen waarvan merendeel van de dag IN school zittend....sorry maar dan is dit gewoon een maandag-kwaliteitje-schoen geweest blijkbaar. Voor een ander misschien weinig geld; voor mij als alleenstaand moeder met arbeidsongeschiktheid uitkering een groot bedrag. Hij hoeft er geen jaar mee te lopen maar iets langer dan 3 dagen wel. is dat teveel gevraagd??? Jammer Decathlon",1,,,,"sole wears out far too quickly. After 1 week, during which the shoes had been worn 3 times, I went back to Decathlon with the request to look at the soles and inquire whether there had been any more complaints. The sole wore out absurdly hard, while my son was at school during those 3 days, most of the time sitting on a chair. Played outside of school, of course. Decathlon's comment was; what do you expect from such cheap shoes??? I grabbed the shoes and left. I don't expect a lot of gold, but at least I'll see if anyone else has complained. Wearing it for 3 days, most of the day sitting IN school...sorry, but apparently this was just a Monday quality shoe. Perhaps little money for someone else; a large amount for me as a single mother with disability benefits. He doesn't have to walk with it for a year, but for a little longer than 3 days. is that too much to ask??? Too bad Decathlon","zool slijt veel te snel. Na 1 week,  waarin de schoenen 3x gedragen waren, ging ik terug naar Decathlon met het verzoek naar de zolen te kijken en informeren of er soms meer klachten waren gekomen. De zool slijt absurd hard af, terwijl gedurende die 3 dagen m'n zoon op school zat en merendeels zittend op stoel. Buiten school uiteraard gespeeld. Commentaar Decathlon was; wat verwacht u nou eenmaal van zulke goedkope schoenen??? Heb de schoenen gepakt en ben weggegaan. Ik verwacht geen gouden bergen maar op z'n minst een kijkje of er meerdere geklaagd hebben. 3 dagen dragen waarvan merendeel van de dag IN school zittend....sorry maar dan is dit gewoon een maandag-kwaliteitje-schoen geweest blijkbaar. Voor een ander misschien weinig geld; voor mij als alleenstaand moeder met arbeidsongeschiktheid uitkering een groot bedrag. Hij hoeft er geen jaar mee te lopen maar iets langer dan 3 dagen wel. is dat teveel gevraagd??? Jammer Decathlon",Fitness and Yoga,10,10,Fitness Clothing,10.8919325,1.853259,4.8048654,5.2136807,2.6214957
3539,49493,49493,49493,efzzdHyxoO2XtSWXv1dHuy1c3OMib04s8mASh7je7eU=,1,10,664.0,offline,sale,SHORT S500 TB BLACK,TSHIRT SHORT BO,KIDS SPORTIVE E,1,6.99,efzzdHyxoO2XtSWXv1dHuy1c3OMib04s8mASh7je7eU=,Zit onprettig,Niet tevreden,3,2022-07-27 15:44:27,,,Is uncomfortable. Displeased,Zit onprettig. Niet tevreden,Fitness and Yoga,1,1,Size-Fit Evaluation,9.411599,3.235992,7.3150735,7.4923406,0.68455327
3540,49494,49494,49494,tPRLwKf+5cEqOFVJ7KMa9QGKCIL9zd5+FHi+wuWcV30=,1,2,70.0,online,sale,SHORT W500B AOP KAKI GREEN,TSHIRT SHORT BO,KIDS SPORTIVE E,1,11.99,tPRLwKf+5cEqOFVJ7KMa9QGKCIL9zd5+FHi+wuWcV30=,,Geweldig,5,2022-03-28 06:52:30,,,. Awesome,. Geweldig,Fitness and Yoga,5,5,Good Product,9.995222,-2.4692948,11.564553,8.342837,8.108974
3541,49495,49495,49495,cg2vyVpuoDD5sFo/0eF2jS/s4CFaz9/ukiUOxyMEjHI=,2,10,664.0,offline,sale,TS COTON PUMA WHITE SS22,TSHIRT SHORT BO,KIDS SPORTIVE E,1,7.99,cg2vyVpuoDD5sFo/0eF2jS/s4CFaz9/ukiUOxyMEjHI=,,Fijne winkel met groot assortiment en vriendelijk en behulpzaam personeel,5,2023-01-01 14:19:55,,,. Nice store with a wide range and friendly and helpful staff,. Fijne winkel met groot assortiment en vriendelijk en behulpzaam personeel,Fitness and Yoga,6,6,Store and Staff,6.497896,-1.7313923,8.785831,13.496281,2.6685784
3542,49496,49496,49496,DyFonVxkxZua1cUKi8eFwxZnCjvUYKgziU2fM//+sAs=,1,5,70.0,online,sale,ACTIWALK SUPER LIGHT BLUE RED,JUNIOR MULTISPO,KIDS SPORTIVE E,2,19.98,DyFonVxkxZua1cUKi8eFwxZnCjvUYKgziU2fM//+sAs=,,"Ik kijk liever via de browser dan via de app, hierbij klopt het zoeken en filteren niet altijd....",5,2022-08-30 14:22:57,,,". I prefer to look via the browser than via the app, as the search and filtering is not always correct....",". Ik kijk liever via de browser dan via de app, hierbij klopt het zoeken en filteren niet altijd....",Fitness and Yoga,14,14,Store and Staff,6.719653,-0.52336514,9.652316,12.728186,4.0349135
3543,49497,49497,49497,i/7h7w9LVJEACKjwIeUC+NWjxNutB8u8QE8Av0OuEmc=,1,10,2013.0,offline,sale,TS130 JR ASTEROID,JUNIOR MULTISPO,KIDS SPORTIVE E,1,13.99,i/7h7w9LVJEACKjwIeUC+NWjxNutB8u8QE8Av0OuEmc=,Zeer goed,Zeer goed,5,2022-02-12 19:27:09,,,Very good. Very good,Zeer goed. Zeer goed,Fitness and Yoga,5,5,Good Product,10.194556,-1.6041332,10.47966,8.536682,6.6149673
3544,49498,49498,49498,B+WuW3eu2PQPebIJFonRFQqHVETxJ7ztko7Hv8AtOyw=,2,10,664.0,offline,sale,TS PUMA BLUE AW21,TSHIRT SHORT BO,KIDS SPORTIVE E,1,9.99,B+WuW3eu2PQPebIJFonRFQqHVETxJ7ztko7Hv8AtOyw=,Heerlijk warm,"Heerlijk warme jas die bijna dagelijks gedragen word. Merk alleen dat de leeftijden niet geheel matchen met de maten, ik ben altijd een maat groter uit dan de leeftijd.",5,2022-02-19 18:29:28,,,"Wonderfully warm. Lovely warm jacket that is worn almost every day. Just notice that the ages do not completely match the sizes, I am always one size larger than my age.","Heerlijk warm. Heerlijk warme jas die bijna dagelijks gedragen word. Merk alleen dat de leeftijden niet geheel matchen met de maten, ik ben altijd een maat groter uit dan de leeftijd.",Fitness and Yoga,18,18,Fitness Clothing,8.439984,4.489746,5.8275476,6.238589,-0.18852724
3545,49523,49523,49523,aLuxQFNLaS1VyFpL27bMG17KPf6x3LusqY8bZtcx+g8=,1,2,70.0,online,sale,T-SHIRT GYM H 100 SPORTEE BLACK,MAN TS SHORT,FITNESS TRAININ,1,4.99,aLuxQFNLaS1VyFpL27bMG17KPf6x3LusqY8bZtcx+g8=,Packaging is bad.,The product is leaking without any reason. Beside that good taste and structure.,2,2023-03-21 07:21:12,,,Packaging is bad.. The product is leaking without any reason. Beside that good taste and structure.,Packaging is bad.. The product is leaking without any reason. Beside that good taste and structure.,Fitness and Yoga,0,0,Delivery,7.598532,1.2132177,9.396902,11.119448,4.275035
3546,49524,49524,49524,aLuxQFNLaS1VyFpL27bMG17KPf6x3LusqY8bZtcx+g8=,1,2,70.0,online,sale,T-SHIRT GYM H 100 SPORTEE BLACK,MAN TS SHORT,FITNESS TRAININ,1,4.99,aLuxQFNLaS1VyFpL27bMG17KPf6x3LusqY8bZtcx+g8=,Packaging is bad.,"The product is leaking without any reason. Beside that, good taste and structure.",2,2023-03-21 07:38:28,,,"Packaging is bad.. The product is leaking without any reason. Beside that, good taste and structure.","Packaging is bad.. The product is leaking without any reason. Beside that, good taste and structure.",Fitness and Yoga,0,0,Delivery,7.5981765,1.2184827,9.408419,11.104041,4.288985
3547,49552,49552,49552,MnbjUGywUGRfbObU0jDvgiaAnWDGlsyQNHugYApue5A=,1,10,346.0,offline,sale,FLE 500 W LEG7/8 AOP KHAKI,W. COLLECTION,FITNESS TRAININ,1,19.99,MnbjUGywUGRfbObU0jDvgiaAnWDGlsyQNHugYApue5A=,Voldoet aan Alle verwachtingen,"Precies waar ik naar zocht: goede grip, goede demping, comfort. Perfect voor het canitrailen met de hond samen, waarbij we op on- maar vooral offroad wegen hiken alsook joggen.",5,2022-03-22 11:16:19,,,"Meets all expectations. Exactly what I was looking for: good grip, good cushioning, comfort. Perfect for canitrailing with the dog, where we hike and jog on on- but especially off-road roads.","Voldoet aan Alle verwachtingen. Precies waar ik naar zocht: goede grip, goede demping, comfort. Perfect voor het canitrailen met de hond samen, waarbij we op on- maar vooral offroad wegen hiken alsook joggen.",Fitness and Yoga,17,17,Fitness Gear,10.304773,1.5870821,6.7650194,7.5275927,2.1149485
